,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
79,"[154.93024826049805, 210.50359725952148, 3.531622496666387e-05]","[190.95720291137695, 233.75970840454102, -0.030296601355075836]","[236.2336540222168, 240.01699447631836, -0.05094977468252182]","[271.1491394042969, 247.17724800109863, -0.07166039943695068]","[292.93262481689453, 266.1298084259033, -0.10199490189552307]","[266.77955627441406, 190.82571029663086, -0.04821446165442467]","[312.16100692749023, 188.14451694488525, -0.07720677554607391]","[340.35701751708984, 186.56096935272217, -0.10192272067070007]","[365.6520080566406, 185.24768829345703, -0.12401847541332245]","[257.54589080810547, 165.08055210113525, -0.05803760513663292]","[302.3380661010742, 150.02042770385742, -0.08926474303007126]","[333.2217025756836, 138.45013618469238, -0.1192379891872406]","[359.9090576171875, 129.4050693511963, -0.1415020227432251]","[239.23784255981445, 145.0019073486328, -0.07348794490098953]","[276.59902572631836, 119.850332736969, -0.10810946673154831]","[303.6232566833496, 105.30554294586182, -0.13591092824935913]","[327.6173400878906, 95.35441160202026, -0.1587321013212204]","[213.11016082763672, 131.2345790863037, -0.08883440494537354]","[229.12668228149414, 99.24822092056274, -0.12372522801160812]","[241.05302810668945, 77.74810552597046, -0.14536398649215698]","[254.30696487426758, 58.6576509475708, -0.16099879145622253]"
80,"[152.0797061920166, 204.9429988861084, 1.3570151168096345e-05]","[187.45424270629883, 228.44664573669434, -0.032299552112817764]","[231.99453353881836, 235.61213493347168, -0.05511023476719856]","[268.09146881103516, 244.42840576171875, -0.07844369113445282]","[291.6919136047363, 260.99215507507324, -0.11087632179260254]","[263.1134033203125, 185.6998872756958, -0.04657670482993126]","[308.09770584106445, 181.95316314697266, -0.0792078822851181]","[335.8937072753906, 180.41985511779785, -0.10570273548364639]","[361.2867736816406, 179.06437397003174, -0.1291731745004654]","[253.78305435180664, 159.2438507080078, -0.055942583829164505]","[298.4170913696289, 144.56613063812256, -0.0881853848695755]","[329.0475082397461, 133.82031440734863, -0.1170039027929306]","[355.91670989990234, 125.26303768157959, -0.1393708735704422]","[235.3456687927246, 138.75349044799805, -0.0716221034526825]","[270.72269439697266, 113.92863035202026, -0.10599479079246521]","[296.6521644592285, 99.58126544952393, -0.13188590109348297]","[320.52154541015625, 89.57255601882935, -0.15343385934829712]","[209.40017700195312, 124.65142250061035, -0.08781148493289948]","[224.35245513916016, 92.61722087860107, -0.12069191038608551]","[235.68302154541016, 71.40857219696045, -0.14128923416137695]","[249.3220329284668, 52.357048988342285, -0.15723644196987152]"
81,"[142.21878051757812, 198.88014793395996, 8.904121386876795e-06]","[175.53844451904297, 224.94957447052002, -0.037649139761924744]","[221.70351028442383, 233.58006477355957, -0.061767689883708954]","[259.034423828125, 243.5793113708496, -0.08237604796886444]","[283.5194969177246, 260.3154945373535, -0.112821064889431]","[250.6722068786621, 183.64924907684326, -0.06355354189872742]","[298.05017471313477, 180.6242322921753, -0.09856515377759933]","[326.2285614013672, 178.34811687469482, -0.12747101485729218]","[352.8733825683594, 175.44662475585938, -0.15337447822093964]","[241.9046401977539, 155.76005458831787, -0.06903606653213501]","[287.99304962158203, 142.22652912139893, -0.10519237071275711]","[318.89495849609375, 132.57293701171875, -0.1358049213886261]","[347.0819854736328, 124.15286064147949, -0.15961286425590515]","[223.42178344726562, 133.6540174484253, -0.079408198595047]","[260.29441833496094, 109.10885810852051, -0.11576784402132034]","[286.49194717407227, 95.71029424667358, -0.14408068358898163]","[310.9397888183594, 86.25683784484863, -0.16739030182361603]","[197.54056930541992, 118.00820589065552, -0.08961910754442215]","[215.108642578125, 87.27625608444214, -0.12621286511421204]","[227.3564338684082, 66.66465997695923, -0.1497514843940735]","[241.65260314941406, 48.20168495178223, -0.16914215683937073]"
82,"[115.18173217773438, 184.41667556762695, 1.8568393898021895e-06]","[145.93161582946777, 210.0188684463501, -0.02574116922914982]","[194.43042755126953, 216.41588687896729, -0.03950580582022667]","[233.24045181274414, 225.28223991394043, -0.0488419383764267]","[256.1168098449707, 243.3775234222412, -0.06818506866693497]","[227.4646759033203, 165.16353607177734, -0.048764701932668686]","[274.0589904785156, 159.38823223114014, -0.07283253222703934]","[302.4168014526367, 156.03796005249023, -0.0950930193066597]","[328.6320495605469, 151.51750087738037, -0.11950669437646866]","[217.27216720581055, 138.35605144500732, -0.05779493600130081]","[265.3639602661133, 119.5473861694336, -0.08862689882516861]","[295.799617767334, 109.6235990524292, -0.12169177085161209]","[324.6828079223633, 98.80619287490845, -0.14830178022384644]","[195.50676345825195, 118.34507703781128, -0.06866168230772018]","[236.8202018737793, 91.89675092697144, -0.10203712433576584]","[263.4252166748047, 78.44969987869263, -0.13602018356323242]","[288.1739807128906, 65.0789737701416, -0.16724199056625366]","[166.6118621826172, 106.27968549728394, -0.07888421416282654]","[184.88279342651367, 77.34935760498047, -0.11728217452764511]","[197.57701873779297, 56.933090686798096, -0.14442066848278046]","[213.70832443237305, 36.01218223571777, -0.168436199426651]"
83,"[97.43946075439453, 175.73777675628662, 5.147680894879159e-06]","[132.43658065795898, 200.25335311889648, -0.0301681999117136]","[182.357177734375, 204.71348762512207, -0.04483819380402565]","[222.62676239013672, 211.79401874542236, -0.057190414518117905]","[248.55310440063477, 228.74090194702148, -0.07850167155265808]","[213.4356689453125, 151.375150680542, -0.045249469578266144]","[260.1041030883789, 143.5968017578125, -0.0706891417503357]","[290.0897026062012, 139.197735786438, -0.09476033598184586]","[316.4883613586426, 134.22476291656494, -0.12082740664482117]","[202.35393524169922, 123.9252519607544, -0.0560070164501667]","[248.64456176757812, 106.10418319702148, -0.08667527139186859]","[280.2730941772461, 97.18118190765381, -0.11880864202976227]","[307.59809494018555, 88.096182346344, -0.14406752586364746]","[180.51162719726562, 104.09532308578491, -0.07095149904489517]","[218.09087753295898, 74.29536581039429, -0.10664623230695724]","[243.8149070739746, 55.96795320510864, -0.14095352590084076]","[266.959228515625, 38.34498882293701, -0.1680566817522049]","[150.93416213989258, 92.55736827850342, -0.08595404028892517]","[166.78653717041016, 58.9340615272522, -0.12808474898338318]","[176.56951904296875, 35.14235973358154, -0.1534234881401062]","[189.43706512451172, 9.848198890686035, -0.17237235605716705]"
84,"[98.84376525878906, 178.26300144195557, 4.0265153074869886e-05]","[135.11343955993652, 200.31487941741943, -0.034793999046087265]","[183.1208038330078, 205.1990032196045, -0.060216836631298065]","[222.12749481201172, 213.32181930541992, -0.08366549760103226]","[248.28384399414062, 229.68194961547852, -0.11412551254034042]","[211.53738021850586, 151.14519596099854, -0.06735733896493912]","[257.8919219970703, 143.79638671875, -0.11351179331541061]","[288.35533142089844, 139.9026346206665, -0.14755389094352722]","[316.54272079467773, 136.22443199157715, -0.17759880423545837]","[200.7006072998047, 124.66029167175293, -0.0794062688946724]","[246.30531311035156, 107.8250527381897, -0.12678468227386475]","[278.60761642456055, 95.38103342056274, -0.1643645465373993]","[307.085018157959, 84.79794502258301, -0.1935516893863678]","[179.87388610839844, 104.46601867675781, -0.0967039242386818]","[215.72010040283203, 75.90273857116699, -0.14308547973632812]","[241.2563133239746, 56.38246536254883, -0.17537634074687958]","[265.7311248779297, 40.61943769454956, -0.20093156397342682]","[150.39545059204102, 91.38817548751831, -0.11355907469987869]","[164.13827896118164, 55.19364595413208, -0.15638411045074463]","[173.81742477416992, 29.78113889694214, -0.18059995770454407]","[186.25324249267578, 5.723733901977539, -0.19964857399463654]"
85,"[91.7856502532959, 176.6761064529419, 2.8576791009982117e-05]","[128.11177253723145, 200.72999954223633, -0.038162652403116226]","[177.06058502197266, 205.6272840499878, -0.06212744116783142]","[217.55132675170898, 211.2525987625122, -0.08210223913192749]","[244.02545928955078, 225.25219917297363, -0.11001076549291611]","[206.04040145874023, 150.51581382751465, -0.061723753809928894]","[251.91333770751953, 141.6525650024414, -0.10194720327854156]","[281.5985870361328, 136.73415184020996, -0.13336589932441711]","[309.3429946899414, 131.04596614837646, -0.16141097247600555]","[195.59259414672852, 122.90154933929443, -0.07033685594797134]","[240.48080444335938, 104.45840120315552, -0.10980572551488876]","[272.3102569580078, 91.34190559387207, -0.14354893565177917]","[299.82128143310547, 79.56895351409912, -0.16952824592590332]","[174.76032257080078, 102.46487617492676, -0.08513978868722916]","[209.59644317626953, 72.08169221878052, -0.12501336634159088]","[234.8239517211914, 52.160747051239014, -0.1584411859512329]","[257.75012969970703, 35.9857964515686, -0.18402859568595886]","[145.0156021118164, 89.55040454864502, -0.099957674741745]","[157.52044677734375, 54.23535346984863, -0.13867925107479095]","[166.81217193603516, 29.491581916809082, -0.16270962357521057]","[177.84690856933594, 6.230106353759766, -0.18152464926242828]"
86,"[94.68439102172852, 187.72642135620117, 4.381263920549827e-07]","[129.4443702697754, 214.58606243133545, -0.034749336540699005]","[176.3687515258789, 221.57250881195068, -0.05821521207690239]","[214.81822967529297, 228.37835311889648, -0.08018504828214645]","[241.79691314697266, 243.89293670654297, -0.10693708062171936]","[209.16433334350586, 166.1279582977295, -0.06891363114118576]","[253.13793182373047, 160.55191040039062, -0.11301544308662415]","[283.07506561279297, 153.7466812133789, -0.14219461381435394]","[310.8939743041992, 146.90227031707764, -0.17079971730709076]","[197.9195213317871, 138.70069026947021, -0.0796995759010315]","[242.35286712646484, 120.57796955108643, -0.12451425194740295]","[273.2178497314453, 107.14083909988403, -0.16023507714271545]","[301.10015869140625, 95.36792278289795, -0.19242775440216064]","[176.70101165771484, 117.5608777999878, -0.09644361585378647]","[213.0760955810547, 90.60712337493896, -0.14184944331645966]","[239.87701416015625, 73.74781608581543, -0.17589986324310303]","[265.7347106933594, 60.293755531311035, -0.20283636450767517]","[146.86445236206055, 103.36912393569946, -0.11100156605243683]","[159.35041427612305, 66.69658899307251, -0.1546979695558548]","[167.74795532226562, 40.4004693031311, -0.1814388483762741]","[179.71324920654297, 15.54715633392334, -0.20520755648612976]"
87,"[95.49851417541504, 200.6654977798462, -3.901916352333501e-05]","[132.2651481628418, 226.06953620910645, -0.02949097752571106]","[179.6202850341797, 232.98236846923828, -0.0500120148062706]","[218.372802734375, 240.92814445495605, -0.07172160595655441]","[244.83535766601562, 258.03239822387695, -0.09767438471317291]","[212.1585464477539, 179.84151363372803, -0.054253045469522476]","[257.8523635864258, 176.1070203781128, -0.09377449005842209]","[286.67287826538086, 169.9381399154663, -0.11909894645214081]","[314.0317153930664, 163.45521926879883, -0.14337614178657532]","[202.0575714111328, 151.67983531951904, -0.06552969664335251]","[247.5480079650879, 135.55460929870605, -0.10491279512643814]","[277.8393745422363, 123.79692077636719, -0.13776929676532745]","[305.9364700317383, 112.6755952835083, -0.16576629877090454]","[182.41695404052734, 129.46392059326172, -0.0821923315525055]","[218.36740493774414, 104.850754737854, -0.12539292871952057]","[245.17738342285156, 90.76952934265137, -0.15641799569129944]","[271.7101287841797, 79.8613429069519, -0.179066002368927]","[154.55547332763672, 113.95983695983887, -0.09686405956745148]","[168.55182647705078, 79.24283266067505, -0.13909438252449036]","[177.52323150634766, 55.468125343322754, -0.16296349465847015]","[190.56812286376953, 33.261966705322266, -0.18288615345954895]"
88,"[96.21298789978027, 203.30410480499268, -4.697761687566526e-05]","[130.11409759521484, 226.76745414733887, -0.0373704619705677]","[177.37831115722656, 234.62488174438477, -0.06293587386608124]","[216.8555450439453, 243.1421184539795, -0.08782162517309189]","[243.81406784057617, 258.235559463501, -0.11791618168354034]","[210.88146209716797, 182.0788049697876, -0.0579012893140316]","[258.59533309936523, 178.22030067443848, -0.0970870852470398]","[288.53981018066406, 173.87612342834473, -0.12317387014627457]","[316.6261100769043, 168.6901330947876, -0.14564396440982819]","[201.72826766967773, 154.33409214019775, -0.0669683888554573]","[248.27877044677734, 138.1038236618042, -0.10345285385847092]","[280.4487609863281, 128.00710201263428, -0.13301555812358856]","[309.7877502441406, 119.24062728881836, -0.15869973599910736]","[183.5582733154297, 132.74645805358887, -0.08177916705608368]","[219.9795150756836, 106.54819965362549, -0.12462092936038971]","[247.91242599487305, 92.31082677841187, -0.15453685820102692]","[275.1742172241211, 81.5206789970398, -0.17712068557739258]","[157.59312629699707, 117.29449510574341, -0.09739847481250763]","[172.45296478271484, 83.55369329452515, -0.13755907118320465]","[182.51012802124023, 60.33932447433472, -0.16040128469467163]","[196.15270614624023, 38.25758457183838, -0.1791618913412094]"
89,"[94.66458320617676, 199.098801612854, -4.294916652725078e-05]","[129.09259796142578, 224.30880546569824, -0.03390595316886902]","[177.47478485107422, 232.2839069366455, -0.05734715983271599]","[217.18366622924805, 240.39854049682617, -0.07934043556451797]","[243.04754257202148, 253.8046932220459, -0.107071153819561]","[209.39970016479492, 179.53225135803223, -0.06106032803654671]","[256.47422790527344, 175.03838539123535, -0.09893898665904999]","[285.98743438720703, 171.5097141265869, -0.12400460243225098]","[313.7331771850586, 168.0941390991211, -0.1445092260837555]","[200.78041076660156, 151.52461051940918, -0.07088460773229599]","[247.14725494384766, 136.90810203552246, -0.10789565742015839]","[279.98077392578125, 127.26553916931152, -0.13734786212444305]","[309.1766357421875, 119.82017755508423, -0.16096356511116028]","[182.87269592285156, 129.4800853729248, -0.08555656671524048]","[219.68881607055664, 102.8316593170166, -0.12583865225315094]","[246.86161041259766, 86.3479471206665, -0.1525581181049347]","[272.702579498291, 74.29781913757324, -0.17428918182849884]","[156.4737606048584, 113.66556644439697, -0.10053275525569916]","[172.67650604248047, 79.76377487182617, -0.13595865666866302]","[183.34732055664062, 56.002771854400635, -0.15559569001197815]","[196.48704528808594, 34.04249668121338, -0.1718028336763382]"
90,"[92.03023910522461, 193.2566213607788, -2.8331374778645113e-05]","[126.31088256835938, 218.3483648300171, -0.03130339831113815]","[174.6059226989746, 225.65016746520996, -0.051713086664676666]","[214.1316032409668, 233.3286952972412, -0.07160061597824097]","[239.90102767944336, 249.1439437866211, -0.09948816895484924]","[208.67755889892578, 174.54179763793945, -0.048764418810606]","[255.16870498657227, 170.91589450836182, -0.08217137306928635]","[284.2698287963867, 167.34373569488525, -0.1069965809583664]","[311.72082901000977, 162.60539531707764, -0.12882429361343384]","[200.25012969970703, 146.95375442504883, -0.06000737100839615]","[245.04270553588867, 132.91409969329834, -0.0928637757897377]","[276.36402130126953, 123.02003860473633, -0.12107198685407639]","[303.57982635498047, 113.88873338699341, -0.14321257174015045]","[182.01801300048828, 125.21228313446045, -0.076211117208004]","[217.7731704711914, 98.59095811843872, -0.11340310424566269]","[244.99361038208008, 82.31474876403809, -0.14132559299468994]","[270.1956558227539, 69.10117149353027, -0.16399553418159485]","[154.69592094421387, 109.65331077575684, -0.09351519495248795]","[170.3351593017578, 75.43696403503418, -0.12768110632896423]","[181.45809173583984, 51.570167541503906, -0.14727716147899628]","[194.54063415527344, 28.796911239624023, -0.163632333278656]"
91,"[91.72164916992188, 188.996901512146, -6.2440813053399324e-06]","[126.8325424194336, 213.48329544067383, -0.033014923334121704]","[174.36460494995117, 220.75427055358887, -0.05524537339806557]","[212.74580001831055, 228.77875328063965, -0.07719162106513977]","[238.14830780029297, 245.3276538848877, -0.1061985120177269]","[208.20148468017578, 169.99338626861572, -0.051830172538757324]","[253.5027313232422, 166.28392696380615, -0.08843082934617996]","[282.3163604736328, 163.2518434524536, -0.11409641057252884]","[309.70325469970703, 159.3555736541748, -0.13687166571617126]","[198.9015007019043, 142.4694299697876, -0.06265346705913544]","[242.99495697021484, 128.95723342895508, -0.09799579530954361]","[274.0767288208008, 119.253830909729, -0.12770140171051025]","[301.45748138427734, 110.67675590515137, -0.15049350261688232]","[180.0722885131836, 120.9577989578247, -0.07887288928031921]","[215.3135108947754, 94.81075286865234, -0.11828065663576126]","[241.7325782775879, 78.9995813369751, -0.14700941741466522]","[266.7293930053711, 66.84115648269653, -0.16940706968307495]","[152.40294456481934, 106.04514598846436, -0.09604744613170624]","[166.78470611572266, 72.14053630828857, -0.13344794511795044]","[178.10461044311523, 48.5085654258728, -0.15504369139671326]","[192.16835021972656, 26.437840461730957, -0.17215822637081146]"
92,"[93.69729995727539, 193.44255924224854, -4.8804704420035705e-05]","[126.11361503601074, 217.42870330810547, -0.038900017738342285]","[171.93225860595703, 226.07781887054443, -0.06358292698860168]","[210.23929595947266, 235.5663013458252, -0.08737020939588547]","[236.81957244873047, 250.95783233642578, -0.11574143171310425]","[205.18577575683594, 174.41976070404053, -0.05688050389289856]","[251.14126205444336, 170.76951026916504, -0.09642858803272247]","[280.50865173339844, 166.91383838653564, -0.12383142113685608]","[308.13343048095703, 161.67702198028564, -0.14848345518112183]","[196.68121337890625, 147.39078998565674, -0.0647830218076706]","[241.92255020141602, 132.59701251983643, -0.10051757842302322]","[273.1582260131836, 123.2517671585083, -0.13114850223064423]","[300.72181701660156, 114.59406852722168, -0.1579245924949646]","[178.64227294921875, 125.99960803985596, -0.0794191062450409]","[213.92305374145508, 100.04156112670898, -0.12038300931453705]","[240.13431549072266, 83.88548612594604, -0.15178725123405457]","[265.9994697570801, 70.87287425994873, -0.1761629283428192]","[152.58695602416992, 110.89078903198242, -0.09498454630374908]","[168.18321228027344, 78.04481506347656, -0.1346215009689331]","[178.61553192138672, 55.28773069381714, -0.15805338323116302]","[192.47901916503906, 33.34098815917969, -0.17722710967063904]"
93,"[93.73796463012695, 199.7457504272461, -2.56917264778167e-05]","[125.7375431060791, 224.1972541809082, -0.039386872202157974]","[171.13265991210938, 233.14095497131348, -0.06725326925516129]","[209.21396255493164, 243.34476470947266, -0.09315367788076401]","[236.06491088867188, 258.25916290283203, -0.12376327812671661]","[203.96635055541992, 181.35151863098145, -0.06725657731294632]","[250.22438049316406, 177.00593948364258, -0.1082160547375679]","[278.9282989501953, 172.09054470062256, -0.13629043102264404]","[306.238956451416, 165.86610317230225, -0.16196097433567047]","[194.86003875732422, 153.978009223938, -0.0753883495926857]","[240.2907371520996, 137.91423797607422, -0.11609873920679092]","[271.8995666503906, 127.33859539031982, -0.14868861436843872]","[300.67962646484375, 117.8067684173584, -0.17645394802093506]","[176.7537498474121, 132.46593475341797, -0.08933735638856888]","[212.23119735717773, 106.15581035614014, -0.13307307660579681]","[239.4978141784668, 91.6691780090332, -0.1631491631269455]","[266.0157012939453, 80.60174703598022, -0.186188206076622]","[151.07255935668945, 117.35458374023438, -0.10333742201328278]","[167.51754760742188, 83.64087581634521, -0.1436144858598709]","[178.88826370239258, 60.53666353225708, -0.1667882204055786]","[193.72684478759766, 38.46330642700195, -0.18552957475185394]"
94,"[91.13168716430664, 223.91773223876953, -4.515622276812792e-05]","[124.7171688079834, 252.42525100708008, -0.03544989228248596]","[166.7137336730957, 260.5062675476074, -0.06021883711218834]","[202.01505661010742, 266.05576515197754, -0.0840839073061943]","[228.96577835083008, 279.1804504394531, -0.11006280034780502]","[199.99261856079102, 207.17938899993896, -0.07091919332742691]","[246.55542373657227, 198.20560455322266, -0.11425258219242096]","[276.40098571777344, 194.54984664916992, -0.142034113407135]","[304.48612213134766, 192.41645336151123, -0.16354939341545105]","[189.36687469482422, 180.21533489227295, -0.08060913532972336]","[235.4193878173828, 162.98179149627686, -0.1247565969824791]","[267.41458892822266, 153.15728187561035, -0.15604670345783234]","[296.47531509399414, 144.3427848815918, -0.1825324445962906]","[169.8293685913086, 158.4276580810547, -0.09686468541622162]","[206.50632858276367, 129.44118976593018, -0.13985028862953186]","[235.22216796875, 112.3257064819336, -0.1749819666147232]","[263.29864501953125, 98.77581596374512, -0.20233775675296783]","[143.72276306152344, 143.15224170684814, -0.11060840636491776]","[160.29577255249023, 106.75708293914795, -0.15176905691623688]","[173.4477424621582, 83.15068244934082, -0.17703574895858765]","[189.9717140197754, 61.86321973800659, -0.20084351301193237]"
95,"[86.89979553222656, 243.11985969543457, -1.7160522475023754e-05]","[121.42168998718262, 272.3210906982422, -0.02693071775138378]","[165.2049446105957, 280.54264068603516, -0.04747329279780388]","[200.3575897216797, 287.32335090637207, -0.06952673941850662]","[227.088623046875, 302.1122646331787, -0.09457094967365265]","[200.3386116027832, 227.95728206634521, -0.06408082693815231]","[245.8310890197754, 220.2249240875244, -0.10676445066928864]","[276.331729888916, 217.51254558563232, -0.13637171685695648]","[304.76802825927734, 217.49988555908203, -0.16298048198223114]","[189.91254806518555, 202.79859066009521, -0.07810375094413757]","[234.69999313354492, 187.48871326446533, -0.1256275326013565]","[266.6778564453125, 177.71305561065674, -0.16102702915668488]","[296.2150573730469, 169.10167694091797, -0.18990907073020935]","[169.66245651245117, 181.90163612365723, -0.0982571616768837]","[205.97036361694336, 155.14999866485596, -0.14275279641151428]","[233.80138397216797, 138.03075313568115, -0.17743411660194397]","[261.5375328063965, 124.9400281906128, -0.2035926729440689]","[142.04039573669434, 166.57699584960938, -0.11420903354883194]","[158.19497108459473, 130.93169689178467, -0.15557733178138733]","[170.3582000732422, 106.93070411682129, -0.18006421625614166]","[185.31497955322266, 85.00211477279663, -0.20335914194583893]"
96,"[86.67401313781738, 263.2229804992676, 1.5553010825897218e-06]","[120.77094078063965, 294.3336009979248, -0.029546555131673813]","[163.64013671875, 303.3428478240967, -0.05312485992908478]","[199.1975212097168, 309.1288375854492, -0.0772281363606453]","[227.35332489013672, 324.54723358154297, -0.10514718294143677]","[198.7714385986328, 251.33219718933105, -0.0664888247847557]","[243.50841522216797, 244.95549201965332, -0.10935326665639877]","[273.12618255615234, 242.07032203674316, -0.13746792078018188]","[300.12378692626953, 242.47323989868164, -0.16377486288547516]","[188.53580474853516, 225.10261058807373, -0.07830364257097244]","[232.47447967529297, 208.5102081298828, -0.12501122057437897]","[263.3489990234375, 198.5920286178589, -0.15872932970523834]","[291.6567611694336, 191.32006645202637, -0.18798810243606567]","[169.18128967285156, 203.880615234375, -0.09607040137052536]","[204.82393264770508, 177.12494373321533, -0.13938552141189575]","[232.22259521484375, 161.0459804534912, -0.1718289852142334]","[260.22220611572266, 149.52775955200195, -0.19756194949150085]","[142.51585960388184, 188.5403537750244, -0.11044208705425262]","[157.20547676086426, 151.5304183959961, -0.14696337282657623]","[168.9962387084961, 126.5659761428833, -0.16879238188266754]","[184.24766540527344, 103.87361526489258, -0.19099387526512146]"
97,"[84.25003051757812, 282.86513328552246, -2.215314998466056e-05]","[119.19504165649414, 313.84989738464355, -0.03040231764316559]","[162.28593826293945, 323.9872741699219, -0.05371198058128357]","[197.178955078125, 331.2759304046631, -0.0781097486615181]","[224.60800170898438, 346.19370460510254, -0.1035267636179924]","[197.6515769958496, 273.00304412841797, -0.0725177675485611]","[243.60895156860352, 269.19013023376465, -0.11719558387994766]","[274.0645408630371, 267.2707271575928, -0.1463237851858139]","[302.13611602783203, 267.3324680328369, -0.1751568466424942]","[187.89363861083984, 247.12334632873535, -0.08251669257879257]","[233.22507858276367, 233.0756950378418, -0.13172735273838043]","[265.12413024902344, 224.15031909942627, -0.16821792721748352]","[294.13734436035156, 217.4161148071289, -0.19880808889865875]","[168.92038345336914, 225.8887481689453, -0.09887243807315826]","[206.1659049987793, 201.08799934387207, -0.14409859478473663]","[233.8827896118164, 184.68180656433105, -0.17942608892917633]","[261.0848617553711, 173.5909080505371, -0.20629800856113434]","[142.64650344848633, 210.4218578338623, -0.11118040978908539]","[158.81216049194336, 174.23227787017822, -0.15062546730041504]","[171.51079177856445, 149.16794300079346, -0.17520847916603088]","[186.9831085205078, 127.22725868225098, -0.1985377073287964]"
98,"[84.57225799560547, 306.08516693115234, -2.796561057039071e-05]","[119.55086708068848, 336.79558753967285, -0.02699459344148636]","[163.20125579833984, 346.5066719055176, -0.049356792122125626]","[198.6943244934082, 351.9312858581543, -0.0726759135723114]","[227.57375717163086, 365.0329399108887, -0.09758079051971436]","[197.57442474365234, 296.0423469543457, -0.06539712101221085]","[243.1275749206543, 292.5563335418701, -0.10757418721914291]","[273.8889694213867, 290.3697967529297, -0.13409459590911865]","[301.30725860595703, 289.55981254577637, -0.16131369769573212]","[188.64423751831055, 270.89478492736816, -0.07736719399690628]","[233.409423828125, 258.3752632141113, -0.12347269803285599]","[264.89768981933594, 250.90576171875, -0.15804371237754822]","[292.78865814208984, 244.76457595825195, -0.18719151616096497]","[169.8863410949707, 249.95095252990723, -0.09551065415143967]","[207.8074073791504, 225.87530136108398, -0.1398366093635559]","[236.5283203125, 210.3468132019043, -0.17501311004161835]","[263.96068572998047, 200.03216743469238, -0.20181876420974731]","[143.65694999694824, 234.41017627716064, -0.10965729504823685]","[160.38837432861328, 198.9343500137329, -0.14841406047344208]","[173.3812713623047, 175.42995929718018, -0.1722828596830368]","[188.32592010498047, 155.6583309173584, -0.19509769976139069]"
99,"[87.58883476257324, 329.7697162628174, -1.873500514193438e-05]","[123.09167861938477, 360.54911613464355, -0.029914116486907005]","[164.24261093139648, 369.4181156158447, -0.05339145287871361]","[198.99276733398438, 373.66161346435547, -0.0782439187169075]","[229.12200927734375, 386.08680725097656, -0.10520514100790024]","[197.1263885498047, 318.27775955200195, -0.06974856555461884]","[242.349853515625, 314.53039169311523, -0.11505023390054703]","[274.0517044067383, 313.5780429840088, -0.14451338350772858]","[301.6779327392578, 314.23959732055664, -0.175308495759964]","[188.58259201049805, 294.60559844970703, -0.08174451440572739]","[233.79112243652344, 280.2396583557129, -0.13148559629917145]","[266.92134857177734, 273.9235210418701, -0.168905109167099]","[296.8512725830078, 268.2945728302002, -0.20106704533100128]","[170.53607940673828, 274.6161460876465, -0.10009273141622543]","[208.19101333618164, 250.6593418121338, -0.14721457660198212]","[237.17041015625, 236.6783094406128, -0.18432702124118805]","[265.2541732788086, 226.85139656066895, -0.2130928784608841]","[145.3353786468506, 259.94482040405273, -0.1145126149058342]","[161.34109497070312, 224.29058074951172, -0.1560940444469452]","[174.77899551391602, 200.39082527160645, -0.1823056936264038]","[190.02426147460938, 179.7781276702881, -0.2075631320476532]"
100,"[90.4991340637207, 351.8617057800293, -1.095887455448974e-05]","[125.31225204467773, 383.17846298217773, -0.02188473381102085]","[167.08127975463867, 391.39331817626953, -0.040328074246644974]","[202.94475555419922, 395.5631732940674, -0.06354951858520508]","[233.8996696472168, 409.98255729675293, -0.09060582518577576]","[199.72257614135742, 342.1805191040039, -0.054545022547245026]","[244.27766799926758, 341.927547454834, -0.09650029242038727]","[275.5124855041504, 344.1422653198242, -0.12304627895355225]","[301.8928909301758, 347.07873344421387, -0.15204037725925446]","[191.68682098388672, 318.1768798828125, -0.06934812664985657]","[236.61828994750977, 304.56321716308594, -0.11569827049970627]","[270.35547256469727, 298.04969787597656, -0.15105806291103363]","[300.4162406921387, 292.0353412628174, -0.17929957807064056]","[173.95586013793945, 298.38958740234375, -0.08918175101280212]","[211.59643173217773, 275.2393341064453, -0.13262861967086792]","[241.28202438354492, 262.7252197265625, -0.16719745099544525]","[269.4264221191406, 254.7637939453125, -0.19331632554531097]","[149.00829315185547, 283.87075424194336, -0.10624267905950546]","[164.56405639648438, 248.7531280517578, -0.14255806803703308]","[179.00812149047852, 225.49212455749512, -0.16563889384269714]","[195.00572204589844, 205.4513454437256, -0.18858613073825836]"
